operator,from_gare_id,from_gare,to_gare_id,to_gare,source_km,osrm_km,delta_km,ratio
APRR,348,GROISSIAT,270,Dôle,185.25,177.714,-7.536,0.9593
APRR,348,GROISSIAT,272,Dormans,524.41,514.415,-9.995,0.9809
APRR,348,GROISSIAT,285,ELOISE,56.27,48.096,-8.174,0.8547
APRR,348,GROISSIAT,290,ESCRENNES,445.47,438.13,-7.34,0.9835
APRR,348,GROISSIAT,292,ESVRES,659.57,521.83,-137.74,0.7912
APRR,348,GROISSIAT,300,FEILLENS,96.37,88.71,-7.66,0.9205
APRR,348,GROISSIAT,303,FLEURY-EN-BIERE,457.93,426.25,-31.68,0.9308
APRR,348,GROISSIAT,305,FONTAINEBLEAU,414.98,406.045,-8.935,0.9785
APRR,348,GROISSIAT,308,FONTENAY /LOING,399.97,391.237,-8.733,0.9782
APRR,348,GROISSIAT,311,FORET DE TRONCAIS,671.02,299.129,-371.891,0.4458
APRR,348,GROISSIAT,312,Forges,436.39,426.077,-10.313,0.9764
APRR,348,GROISSIAT,317,FRESNES EN WOEVRE,569.81,449.914,-119.896,0.7896
APRR,348,GROISSIAT,327,GANNAT,750.64,287.559,-463.081,0.3831
APRR,348,GROISSIAT,333,GENDREY,201.83,193.765,-8.065,0.96
APRR,348,GROISSIAT,335,GERZAT-VILLE,771.49,268.867,-502.623,0.3485
APRR,348,GROISSIAT,336,GIDY,481.77,473.544,-8.226,0.9829
APRR,348,GROISSIAT,338,GONDREVILLE A77/N,407.17,400.212,-6.959,0.9829
APRR,348,GROISSIAT,339,GONDREVILLE A77/S,453.92,400.212,-53.709,0.8817
APRR,348,GROISSIAT,352,GYE,392.21,380.383,-11.827,0.9698
APRR,348,GROISSIAT,365,JARNY,592.31,472.87,-119.44,0.7983
APRR,348,GROISSIAT,366,JOIGNY,357.05,348.021,-9.029,0.9747
APRR,348,GROISSIAT,370,L ISLE-S/LE-DOUBS,278.25,270.277,-7.973,0.9713
APRR,348,GROISSIAT,377,LA BOISSE,100.82,100.067,-0.753,0.9925
APRR,348,GROISSIAT,378,LA BOISSE - MONTLUEL,79.29,81.373,2.083,1.0263
APRR,348,GROISSIAT,386,LA COTIERE,85.25,71.489,-13.761,0.8386
APRR,348,GROISSIAT,388,La Croix-Chalon,14.6,8.064,-6.536,0.5523
APRR,348,GROISSIAT,393,LA FOLIE-B/PARIS,556.57,475.302,-81.268,0.854
APRR,348,GROISSIAT,422,LAMOTTE-BEUVRON,528.67,520.506,-8.164,0.9846
APRR,348,GROISSIAT,425,LANGRES NORD,283.7,276.446,-7.254,0.9744
APRR,348,GROISSIAT,426,Langres sud,264.05,257.228,-6.822,0.9742
APRR,348,GROISSIAT,450,LE MIROIR,100.21,123.119,22.909,1.2286
APRR,348,GROISSIAT,463,LES EPRUNES,477.26,456.136,-21.124,0.9557
APRR,348,GROISSIAT,493,Mâcon centre,99.1,90.62,-8.48,0.9144
APRR,348,GROISSIAT,494,Mâcon nord,103.95,95.015,-8.935,0.914
APRR,348,GROISSIAT,498,Magnant,347.87,393.134,45.264,1.1301
APRR,348,GROISSIAT,503,MANZAT,764.38,282.465,-481.915,0.3695
APRR,348,GROISSIAT,507,Marolles-sur-Seine,428.87,419.832,-9.038,0.9789
APRR,348,GROISSIAT,516,MER,522.17,494.835,-27.335,0.9477
APRR,348,GROISSIAT,520,Meung-sur-Loire,505.67,497.408,-8.262,0.9837
APRR,348,GROISSIAT,533,MONT-CHOISY,450.51,440.872,-9.638,0.9786
APRR,348,GROISSIAT,549,Montigny-le-Roi,303.8,340.858,37.058,1.122
APRR,348,GROISSIAT,552,MONTMARAULT,708.55,309.167,-399.383,0.4363
APRR,348,GROISSIAT,560,MONTREUIL (REIMS),570.51,514.586,-55.924,0.902
APRR,348,GROISSIAT,562,MONTREUIL AUX LIONS,596.81,560.972,-35.838,0.94
APRR,348,GROISSIAT,585,NEMOURS,412.03,410.806,-1.224,0.997
APRR,348,GROISSIAT,602,NITRY,294.75,285.945,-8.805,0.9701
APRR,348,GROISSIAT,605,Nuits-St-Georges,195.05,187.612,-7.438,0.9619
APRR,348,GROISSIAT,607,OLIVET,496.37,490.708,-5.662,0.9886
APRR,348,GROISSIAT,616,ORLEANS-CENTRE,489.97,478.628,-11.342,0.9769
APRR,348,GROISSIAT,617,Orléans nord,483.97,479.148,-4.822,0.99
APRR,348,GROISSIAT,637,Pérouges,68.44,59.526,-8.914,0.8698
APRR,348,GROISSIAT,652,PONT D AIN,43.62,34.559,-9.061,0.7923
APRR,348,GROISSIAT,660,POUILLY-EN-AUXOIS,220.45,260.338,39.888,1.1809
APRR,348,GROISSIAT,672,REIMS EST (TAISSY),497.51,485.869,-11.641,0.9766
APRR,348,GROISSIAT,674,REIMS NORD (ORMES),504.11,492.753,-11.357,0.9775
APRR,348,GROISSIAT,678,REIMS OUEST (THILLOIS),510.71,494.54,-16.17,0.9683
APRR,348,GROISSIAT,679,REIMS SUD,496.51,486.82,-9.69,0.9805
APRR,348,GROISSIAT,683,REPLONGES,93.1,85.006,-8.094,0.9131
APRR,348,GROISSIAT,687,RIOM,765.47,262.381,-503.089,0.3428
APRR,348,GROISSIAT,689,Robecourt,325.76,346.27,20.51,1.063
APRR,348,GROISSIAT,714,SAINT GENIS,83.07,74.499,-8.571,0.8968
APRR,348,GROISSIAT,726,SAINT MAURICE,318.25,276.787,-41.463,0.8697
APRR,348,GROISSIAT,732,SAINT THIBAULT,374.1,365.302,-8.798,0.9765
APRR,348,GROISSIAT,740,SALBRIS,547.37,421.572,-125.798,0.7702
APRR,348,GROISSIAT,754,SAVIGNY /CLAIRIS,374.77,366.687,-8.083,0.9784
APRR,348,GROISSIAT,769,Seurre,196.15,187.973,-8.177,0.9583
APRR,348,GROISSIAT,777,SOIRANS,187.45,179.005,-8.445,0.9549
APRR,348,GROISSIAT,778,Sommesous,429.21,428.809,-0.401,0.9991
APRR,348,GROISSIAT,785,St-Amand-Montrond,641.82,327.716,-314.104,0.5106
APRR,348,GROISSIAT,792,St-Etienne-au-Temple,478.71,469.621,-9.089,0.981
APRR,348,GROISSIAT,802,St-Gibrien,457.91,447.688,-10.222,0.9777
APRR,348,GROISSIAT,803,ST HILAIRE,378.97,372.761,-6.209,0.9836
APRR,348,GROISSIAT,812,ST JULIEN / SANCY,807.38,330.027,-477.353,0.4088
APRR,348,GROISSIAT,819,St-Martin-du-Fresne,21.25,12.534,-8.716,0.5898
APRR,348,GROISSIAT,834,St-Romain-sur-Cher,616.37,521.213,-95.157,0.8456
APRR,348,GROISSIAT,791,ST-DENIS-LES-SENS,398.98,391.096,-7.884,0.9802
APRR,348,GROISSIAT,798,St-Germain-Laxis,460.92,470.147,9.227,1.02
APRR,348,GROISSIAT,840,STE MENEHOULD,511.71,503.894,-7.816,0.9847
APRR,348,GROISSIAT,842,SYLANS,30.82,22.845,-7.975,0.7412
APRR,348,GROISSIAT,853,THENNELIERES,378.02,368.228,-9.792,0.9741
APRR,348,GROISSIAT,861,TIL CHATEL,234.0,287.301,53.301,1.2278
APRR,348,GROISSIAT,863,TORVILLIERS,390.18,382.921,-7.259,0.9814
APRR,348,GROISSIAT,872,TOURNUS,129.45,121.269,-8.181,0.9368
APRR,348,GROISSIAT,873,TOURS-C/MONNAIE,597.27,537.467,-59.803,0.8999
APRR,348,GROISSIAT,893,URY,423.86,415.876,-7.984,0.9812
APRR,348,GROISSIAT,895,USSEL EST,831.38,349.098,-482.282,0.4199
APRR,348,GROISSIAT,902,VAL DE SAONE,103.42,91.752,-11.668,0.8872
APRR,348,GROISSIAT,906,VALLÉE DE L'AUBE,404.91,394.855,-10.055,0.9752
APRR,348,GROISSIAT,909,VATRY,433.51,423.514,-9.996,0.9769
APRR,348,GROISSIAT,912,VEIGNE,678.37,509.081,-169.289,0.7504
APRR,348,GROISSIAT,916,VERDUN,569.81,465.947,-103.863,0.8177
APRR,348,GROISSIAT,922,VIERZON EST,574.07,396.562,-177.508,0.6908
APRR,348,GROISSIAT,923,VIERZON NORD,568.37,401.34,-167.03,0.7061
APRR,348,GROISSIAT,925,VILLE SOUS LAFERTE,320.2,311.691,-8.509,0.9734
APRR,348,GROISSIAT,931,VILLEFRANCHE S/ CHER,583.87,429.498,-154.372,0.7356
APRR,348,GROISSIAT,934,VILLENEUVE-DONDAGRE,385.97,376.287,-9.683,0.9749
APRR,348,GROISSIAT,939,Viriat,61.43,74.374,12.944,1.2107
APRR,348,GROISSIAT,943,VIRY,90.67,77.603,-13.067,0.8559
APRR,348,GROISSIAT,947,VOIE SACRÉE,542.71,445.819,-96.891,0.8215
APRR,348,GROISSIAT,951,Vulaines,417.22,409.063,-8.157,0.9804
APRR,348,GROISSIAT,953,VULCANIA-BROMONT,784.38,302.67,-481.71,0.3859
APRR,352,GYE,27,ALLAINES,426.33,427.448,1.118,1.0026
APRR,352,GYE,28,Allainville,454.93,419.434,-35.496,0.922
APRR,352,GYE,31,Ambérieu,362.95,366.573,3.623,1.01
APRR,352,GYE,34,AMBOISE CH.RENAULT,503.53,505.781,2.251,1.0045
APRR,352,GYE,55,ARLAY,261.46,298.173,36.713,1.1404
APRR,352,GYE,58,Artenay,412.93,441.965,29.035,1.0703
APRR,352,GYE,68,Auxerre nord,351.5,287.286,-64.214,0.8173
APRR,352,GYE,69,Auxerre sud,363.2,294.577,-68.623,0.8111
APRR,352,GYE,71,AUXY,356.83,403.589,46.759,1.131
APRR,352,GYE,72,Avallon,323.51,285.002,-38.508,0.881
APRR,352,GYE,76,Balan,386.98,391.768,4.788,1.0124
APRR,352,GYE,82,BAUME-LES-DAMES,301.46,202.989,-98.471,0.6734
APRR,352,GYE,93,BEAUMONT,452.92,107.748,-345.172,0.2379
APRR,352,GYE,95,Beaune nord,231.86,266.952,35.092,1.1514
APRR,352,GYE,96,BEAUNE SUD,230.71,235.525,4.815,1.0209
APRR,352,GYE,97,BEAUPONT,305.16,310.822,5.662,1.0186
APRR,352,GYE,99,Beaurepaire,276.86,281.887,5.027,1.0182
APRR,352,GYE,109,Bellegarde,398.64,421.823,23.183,1.0582
APRR,352,GYE,110,BELLEVILLE S/SAONE,336.41,342.23,5.82,1.0173
APRR,352,GYE,118,BERSAILLIN,256.66,259.139,2.479,1.0097
APRR,352,GYE,119,Besançon est,282.38,288.197,5.817,1.0206
APRR,352,GYE,120,Besançon nord,267.76,273.526,5.766,1.0215
APRR,352,GYE,121,BESANCON OUEST,258.36,265.15,6.79,1.0263
APRR,352,GYE,125,BEYNOST,401.14,392.642,-8.498,0.9788
APRR,352,GYE,130,Bierre-les-Semur,297.61,258.903,-38.707,0.8699
APRR,352,GYE,137,BLERE,580.23,567.307,-12.923,0.9777
APRR,352,GYE,138,Blois,473.83,477.81,3.98,1.0084
APRR,352,GYE,151,Bourg nord,335.17,340.881,5.711,1.017
APRR,352,GYE,152,Bourg sud,341.18,346.166,4.986,1.0146
APRR,352,GYE,154,BOURGES (LIM.CONC.),534.83,476.204,-58.626,0.8904
APRR,352,GYE,170,BULGNEVILLE,52.46,56.917,4.457,1.085
APRR,352,GYE,198,Chalon centre,252.81,257.978,5.168,1.0204
APRR,352,GYE,199,CHALON NORD,249.93,254.551,4.621,1.0185
APRR,352,GYE,200,Chalon sud,259.01,264.311,5.301,1.0205
APRR,352,GYE,202,CHALONS - LA VEUVE,308.12,149.498,-158.622,0.4852
APRR,352,GYE,203,CHALONS MOURMELON,316.52,205.502,-111.018,0.6493
APRR,352,GYE,210,CHARMONT (LIM.CONC),229.62,,,
APRR,352,GYE,218,CHÂTEAU-THIERRY,387.82,236.71,-151.11,0.6104
APRR,352,GYE,221,CHATENOIS,42.31,46.849,4.539,1.1073
APRR,352,GYE,223,CHATILLON-LABORDE,328.91,331.835,2.925,1.0089
APRR,352,GYE,227,CHAUMONT-SEMOUTIERS,134.84,138.279,3.439,1.0255
APRR,352,GYE,228,Chémery,539.63,565.162,25.532,1.0473
APRR,352,GYE,235,Choisey,223.57,231.025,7.456,1.0333
APRR,352,GYE,242,CLERMONT-EN-ARGONNE,367.32,102.284,-265.036,0.2785
APRR,352,GYE,240,CLERMONT-BARRIERE,724.31,502.689,-221.621,0.694
APRR,352,GYE,246,Colombey-les-Belles,13.61,18.18,4.57,1.3358
APRR,352,GYE,247,Combronde,687.09,507.594,-179.497,0.7388
APRR,352,GYE,255,Courtenay,311.23,342.94,31.71,1.1019
APRR,352,GYE,264,DEUX-CHAISES,650.73,447.125,-203.605,0.6871
APRR,352,GYE,265,DIJON-ARC S/TILLE,181.05,186.183,5.133,1.0284
APRR,352,GYE,267,Péage de Dijon/Crimolois,196.06,196.541,0.481,1.0025
APRR,352,GYE,270,Dôle,225.76,232.613,6.853,1.0304
APRR,352,GYE,272,Dormans,362.22,209.868,-152.352,0.5794
APRR,352,GYE,284,EGLETONS,807.84,621.823,-186.017,0.7697
APRR,352,GYE,285,ELOISE,407.34,411.834,4.494,1.011
APRR,352,GYE,290,ESCRENNES,379.93,382.497,2.567,1.0068
APRR,352,GYE,292,ESVRES,594.03,553.54,-40.49,0.9318
APRR,352,GYE,300,FEILLENS,312.39,316.924,4.534,1.0145
APRR,352,GYE,303,FLEURY-EN-BIERE,395.18,371.239,-23.941,0.9394
APRR,352,GYE,305,FONTAINEBLEAU,352.23,351.034,-1.196,0.9966
APRR,352,GYE,308,FONTENAY /LOING,334.43,335.604,1.174,1.0035
APRR,352,GYE,311,FORET DE TRONCAIS,605.48,476.946,-128.534,0.7877
APRR,352,GYE,312,Forges,311.64,312.996,1.356,1.0044
APRR,352,GYE,317,FRESNES EN WOEVRE,407.62,69.53,-338.09,0.1706
APRR,352,GYE,327,GANNAT,685.1,472.337,-212.763,0.6894
APRR,352,GYE,333,GENDREY,242.34,248.664,6.324,1.0261
APRR,352,GYE,335,GERZAT-VILLE,705.95,502.526,-203.424,0.7118
APRR,352,GYE,336,GIDY,416.23,417.911,1.681,1.004
APRR,352,GYE,338,GONDREVILLE A77/N,341.63,344.578,2.948,1.0086
APRR,352,GYE,339,GONDREVILLE A77/S,388.38,344.578,-43.802,0.8872
APRR,352,GYE,348,GROISSIAT,392.21,342.467,-49.743,0.8732
APRR,352,GYE,365,JARNY,430.12,92.487,-337.633,0.215
APRR,352,GYE,366,JOIGNY,325.7,309.175,-16.525,0.9493
APRR,352,GYE,370,L ISLE-S/LE-DOUBS,318.76,210.698,-108.062,0.661
APRR,352,GYE,377,LA BOISSE,412.79,390.829,-21.961,0.9468
APRR,352,GYE,378,LA BOISSE - MONTLUEL,391.26,392.232,0.972,1.0025
APRR,352,GYE,386,LA COTIERE,397.22,396.178,-1.042,0.9974
APRR,352,GYE,388,La Croix-Chalon,377.61,383.287,5.677,1.015
APRR,352,GYE,393,LA FOLIE-B/PARIS,491.03,389.175,-101.855,0.7926
APRR,352,GYE,422,LAMOTTE-BEUVRON,463.13,464.873,1.743,1.0038
APRR,352,GYE,425,LANGRES NORD,108.51,114.495,5.985,1.0552
APRR,352,GYE,426,Langres sud,128.16,134.988,6.828,1.0533
APRR,352,GYE,450,LE MIROIR,292.0,297.08,5.08,1.0174
APRR,352,GYE,463,LES EPRUNES,352.51,343.055,-9.455,0.9732
APRR,352,GYE,494,Mâcon nord,304.81,324.362,19.552,1.0641
APRR,352,GYE,495,MACON SUD,315.14,364.25,49.11,1.1558
APRR,352,GYE,498,Magnant,185.68,241.803,56.123,1.3023
APRR,352,GYE,503,MANZAT,698.84,495.626,-203.214,0.7092
APRR,352,GYE,507,Marolles-sur-Seine,304.12,306.75,2.63,1.0086
APRR,352,GYE,516,MER,456.63,494.53,37.9,1.083
APRR,352,GYE,520,Meung-sur-Loire,440.13,441.775,1.645,1.0037
APRR,352,GYE,533,MONT-CHOISY,288.32,158.722,-129.598,0.5505
APRR,352,GYE,549,Montigny-le-Roi,88.41,93.038,4.628,1.0524
APRR,352,GYE,552,MONTMARAULT,643.01,486.985,-156.025,0.7574
APRR,352,GYE,560,MONTREUIL (REIMS),408.32,278.794,-129.526,0.6828
APRR,352,GYE,562,MONTREUIL AUX LIONS,434.62,256.425,-178.195,0.59
APRR,352,GYE,585,NEMOURS,349.28,355.795,6.515,1.0187
APRR,352,GYE,602,NITRY,342.81,304.032,-38.778,0.8869
APRR,352,GYE,605,Nuits-St-Georges,213.71,219.809,6.099,1.0285
APRR,352,GYE,607,OLIVET,430.83,435.075,4.245,1.0099
APRR,352,GYE,616,ORLEANS-CENTRE,424.43,440.734,16.304,1.0384
APRR,352,GYE,617,Orléans nord,418.43,423.514,5.084,1.0122
APRR,352,GYE,637,Pérouges,380.41,384.215,3.805,1.01
APRR,352,GYE,652,PONT D AIN,355.59,359.249,3.659,1.0103
APRR,352,GYE,660,POUILLY-EN-AUXOIS,268.51,278.425,9.915,1.0369
APRR,352,GYE,672,REIMS EST (TAISSY),335.32,181.322,-153.998,0.5407
APRR,352,GYE,674,REIMS NORD (ORMES),341.92,188.206,-153.714,0.5504
APRR,352,GYE,678,REIMS OUEST (THILLOIS),348.52,189.993,-158.527,0.5451
APRR,352,GYE,679,REIMS SUD,334.32,182.273,-152.047,0.5452
APRR,352,GYE,683,REPLONGES,315.66,361.124,45.464,1.144
APRR,352,GYE,687,RIOM,699.93,509.797,-190.133,0.7284
APRR,352,GYE,689,Robecourt,66.45,70.831,4.381,1.0659
APRR,352,GYE,714,SAINT GENIS,346.78,350.617,3.837,1.0111
APRR,352,GYE,726,SAINT MAURICE,358.76,218.278,-140.482,0.6084
APRR,352,GYE,732,SAINT THIBAULT,211.91,213.971,2.061,1.0097
APRR,352,GYE,740,SALBRIS,481.83,528.047,46.217,1.0959
APRR,352,GYE,754,SAVIGNY /CLAIRIS,309.23,311.676,2.446,1.0079
APRR,352,GYE,769,Seurre,236.66,241.402,4.742,1.02
APRR,352,GYE,777,SOIRANS,204.76,249.72,44.96,1.2196
APRR,352,GYE,778,Sommesous,267.02,146.659,-120.361,0.5492
APRR,352,GYE,785,St-Amand-Montrond,576.28,505.534,-70.746,0.8772
APRR,352,GYE,792,St-Etienne-au-Temple,316.52,148.713,-167.807,0.4698
APRR,352,GYE,799,ST GERMAIN LES VERGNE,851.84,646.889,-204.951,0.7594
APRR,352,GYE,802,St-Gibrien,295.72,154.407,-141.313,0.5221
APRR,352,GYE,803,ST HILAIRE,313.43,317.128,3.698,1.0118
APRR,352,GYE,812,ST JULIEN / SANCY,741.84,543.188,-198.652,0.7322
APRR,352,GYE,819,St-Martin-du-Fresne,372.32,388.446,16.126,1.0433
APRR,352,GYE,834,St-Romain-sur-Cher,550.83,569.625,18.795,1.0341
APRR,352,GYE,791,ST-DENIS-LES-SENS,283.77,286.445,2.675,1.0094
APRR,352,GYE,798,St-Germain-Laxis,336.17,357.066,20.896,1.0622
APRR,352,GYE,840,STE MENEHOULD,349.52,115.662,-233.858,0.3309
APRR,352,GYE,842,SYLANS,381.89,386.583,4.693,1.0123
APRR,352,GYE,853,THENNELIERES,215.83,216.897,1.067,1.0049
APRR,352,GYE,861,TIL CHATEL,158.21,162.925,4.715,1.0298
APRR,352,GYE,863,TORVILLIERS,227.99,231.59,3.6,1.0158
APRR,352,GYE,872,TOURNUS,279.31,285.469,6.159,1.0221
APRR,352,GYE,873,TOURS-C/MONNAIE,531.73,528.477,-3.253,0.9939
APRR,352,GYE,888,TULLE EST,825.84,620.906,-204.934,0.7518
APRR,352,GYE,890,TULLE NORD,833.84,632.519,-201.321,0.7586
APRR,352,GYE,893,URY,361.11,360.865,-0.245,0.9993
APRR,352,GYE,895,USSEL EST,765.84,562.259,-203.581,0.7342
APRR,352,GYE,897,USSEL OUEST,782.84,578.286,-204.554,0.7387
APRR,352,GYE,902,VAL DE SAONE,367.13,328.156,-38.974,0.8938
APRR,352,GYE,906,VALLÉE DE L'AUBE,242.72,189.257,-53.463,0.7797
APRR,352,GYE,909,VATRY,271.32,141.365,-129.955,0.521
APRR,352,GYE,912,VEIGNE,612.83,554.237,-58.593,0.9044
APRR,352,GYE,916,VERDUN,407.62,85.563,-322.057,0.2099
APRR,352,GYE,922,VIERZON EST,508.53,510.531,2.001,1.0039
APRR,352,GYE,923,VIERZON NORD,502.83,504.908,2.078,1.0041
APRR,352,GYE,925,VILLE SOUS LAFERTE,158.01,160.36,2.35,1.0149
APRR,352,GYE,931,VILLEFRANCHE S/ CHER,518.33,521.453,3.123,1.006
APRR,352,GYE,929,VILLEFRANCHE-LIMAS,381.11,372.664,-8.446,0.9778
APRR,352,GYE,930,Villefranche nord,345.36,362.207,16.847,1.0488
APRR,352,GYE,933,Villefranche ville,350.66,356.259,5.599,1.016
APRR,352,GYE,934,VILLENEUVE-DONDAGRE,296.78,326.464,29.684,1.1
APRR,352,GYE,939,Viriat,330.78,335.751,4.971,1.015
APRR,352,GYE,943,VIRY,441.74,441.341,-0.399,0.9991
APRR,352,GYE,947,VOIE SACRÉE,380.52,110.734,-269.786,0.291
APRR,352,GYE,951,Vulaines,255.03,257.732,2.702,1.0106
APRR,352,GYE,953,VULCANIA-BROMONT,718.84,515.831,-203.009,0.7176
APRR,365,JARNY,31,Ambérieu,563.05,467.986,-95.064,0.8312
APRR,365,JARNY,55,ARLAY,461.56,399.586,-61.974,0.8657
APRR,365,JARNY,68,Auxerre nord,365.98,326.123,-39.858,0.8911
APRR,365,JARNY,69,Auxerre sud,377.68,320.24,-57.44,0.8479
APRR,365,JARNY,72,Avallon,421.78,386.416,-35.364,0.9162
APRR,365,JARNY,76,Balan,587.08,493.181,-93.899,0.8401
APRR,365,JARNY,82,BAUME-LES-DAMES,501.56,315.095,-186.465,0.6282
APRR,365,JARNY,95,Beaune nord,431.96,368.366,-63.594,0.8528
APRR,365,JARNY,96,BEAUNE SUD,430.81,336.938,-93.872,0.7821
APRR,365,JARNY,97,BEAUPONT,505.26,412.235,-93.025,0.8159
APRR,365,JARNY,99,Beaurepaire,476.96,383.3,-93.66,0.8036
APRR,365,JARNY,110,BELLEVILLE S/SAONE,536.51,443.643,-92.867,0.8269
APRR,365,JARNY,118,BERSAILLIN,456.76,360.553,-96.207,0.7894
APRR,365,JARNY,119,Besançon est,482.48,307.46,-175.02,0.6372
APRR,365,JARNY,120,Besançon nord,467.86,374.939,-92.921,0.8014
APRR,365,JARNY,121,BESANCON OUEST,458.46,366.563,-91.897,0.7996
APRR,365,JARNY,125,BEYNOST,601.24,494.056,-107.184,0.8217
APRR,365,JARNY,130,Bierre-les-Semur,447.68,360.316,-87.364,0.8049
APRR,365,JARNY,151,Bourg nord,535.27,442.294,-92.976,0.8263
APRR,365,JARNY,152,Bourg sud,541.28,447.58,-93.7,0.8269
APRR,365,JARNY,170,BULGNEVILLE,377.66,158.33,-219.33,0.4192
APRR,365,JARNY,198,Chalon centre,452.91,359.391,-93.519,0.7935
APRR,365,JARNY,199,CHALON NORD,450.03,355.964,-94.066,0.791
APRR,365,JARNY,200,Chalon sud,459.11,365.724,-93.386,0.7966
APRR,365,JARNY,221,CHATENOIS,387.81,148.262,-239.548,0.3823
APRR,365,JARNY,223,CHATILLON-LABORDE,343.39,316.265,-27.125,0.921
APRR,365,JARNY,227,CHAUMONT-SEMOUTIERS,295.28,239.692,-55.588,0.8117
APRR,365,JARNY,235,Choisey,423.67,332.439,-91.231,0.7847
APRR,365,JARNY,240,CLERMONT-BARRIERE,738.79,604.102,-134.688,0.8177
APRR,365,JARNY,246,Colombey-les-Belles,416.51,119.593,-296.917,0.2871
APRR,365,JARNY,247,Combronde,701.57,609.007,-92.563,0.8681
APRR,365,JARNY,255,Courtenay,325.71,354.529,28.819,1.0885
APRR,365,JARNY,269,DIJON SUD,431.31,302.945,-128.365,0.7024
APRR,365,JARNY,265,DIJON-ARC S/TILLE,381.15,287.596,-93.554,0.7545
APRR,365,JARNY,267,Péage de Dijon/Crimolois,396.16,297.954,-98.206,0.7521
APRR,365,JARNY,270,Dôle,425.86,334.027,-91.833,0.7844
APRR,365,JARNY,300,FEILLENS,512.49,418.337,-94.153,0.8163
APRR,365,JARNY,303,FLEURY-EN-BIERE,409.66,372.476,-37.184,0.9092
APRR,365,JARNY,305,FONTAINEBLEAU,366.71,362.623,-4.087,0.9889
APRR,365,JARNY,311,FORET DE TRONCAIS,619.96,578.36,-41.601,0.9329
APRR,365,JARNY,312,Forges,326.12,324.584,-1.536,0.9953
APRR,365,JARNY,327,GANNAT,699.58,573.75,-125.83,0.8201
APRR,365,JARNY,333,GENDREY,442.44,350.077,-92.363,0.7912
APRR,365,JARNY,335,GERZAT-VILLE,720.43,603.939,-116.491,0.8383
APRR,365,JARNY,348,GROISSIAT,592.31,443.88,-148.43,0.7494
APRR,365,JARNY,352,GYE,430.12,131.062,-299.058,0.3047
APRR,365,JARNY,366,JOIGNY,340.18,334.838,-5.342,0.9843
APRR,365,JARNY,370,L ISLE-S/LE-DOUBS,518.86,276.823,-242.037,0.5335
APRR,365,JARNY,377,LA BOISSE,612.89,492.242,-120.648,0.8031
APRR,365,JARNY,378,LA BOISSE - MONTLUEL,591.36,493.646,-97.714,0.8348
APRR,365,JARNY,386,LA COTIERE,597.32,497.591,-99.729,0.833
APRR,365,JARNY,388,La Croix-Chalon,577.71,484.7,-93.01,0.839
APRR,365,JARNY,425,LANGRES NORD,321.61,215.909,-105.701,0.6713
APRR,365,JARNY,426,Langres sud,328.26,236.401,-91.859,0.7202
APRR,365,JARNY,450,LE MIROIR,492.1,398.493,-93.607,0.8098
APRR,365,JARNY,463,LES EPRUNES,366.99,312.275,-54.715,0.8509
APRR,365,JARNY,493,Mâcon centre,515.22,421.379,-93.841,0.8179
APRR,365,JARNY,494,Mâcon nord,504.91,425.775,-79.135,0.8433
APRR,365,JARNY,495,MACON SUD,515.24,465.663,-49.577,0.9038
APRR,365,JARNY,498,Magnant,244.44,258.214,13.774,1.0564
APRR,365,JARNY,507,Marolles-sur-Seine,318.6,318.339,-0.261,0.9992
APRR,365,JARNY,549,Montigny-le-Roi,341.71,194.452,-147.258,0.5691
APRR,365,JARNY,552,MONTMARAULT,657.49,588.398,-69.092,0.8949
APRR,365,JARNY,585,NEMOURS,363.76,367.383,3.623,1.01
APRR,365,JARNY,602,NITRY,402.48,356.021,-46.459,0.8846
APRR,365,JARNY,605,Nuits-St-Georges,413.81,321.222,-92.588,0.7763
APRR,365,JARNY,637,Pérouges,580.51,485.629,-94.881,0.8366
APRR,365,JARNY,652,PONT D AIN,555.69,460.662,-95.028,0.829
APRR,365,JARNY,660,POUILLY-EN-AUXOIS,468.61,379.838,-88.772,0.8106
APRR,365,JARNY,683,REPLONGES,515.76,462.538,-53.222,0.8968
APRR,365,JARNY,687,RIOM,714.41,611.21,-103.2,0.8555
APRR,365,JARNY,689,Robecourt,363.67,172.244,-191.426,0.4736
APRR,365,JARNY,714,SAINT GENIS,546.88,452.031,-94.849,0.8266
APRR,365,JARNY,726,SAINT MAURICE,558.86,284.402,-274.458,0.5089
APRR,365,JARNY,732,SAINT THIBAULT,226.39,239.634,13.244,1.0585
APRR,365,JARNY,769,Seurre,436.76,342.816,-93.944,0.7849
APRR,365,JARNY,777,SOIRANS,404.86,351.133,-53.727,0.8673
APRR,365,JARNY,785,St-Amand-Montrond,590.76,591.606,0.846,1.0014
APRR,365,JARNY,819,St-Martin-du-Fresne,572.42,489.859,-82.561,0.8558
APRR,365,JARNY,791,ST-DENIS-LES-SENS,298.25,298.034,-0.216,0.9993
APRR,365,JARNY,798,St-Germain-Laxis,350.65,325.418,-25.232,0.928
APRR,365,JARNY,842,SYLANS,581.99,487.996,-93.994,0.8385
APRR,365,JARNY,853,THENNELIERES,214.29,252.82,38.53,1.1798
APRR,365,JARNY,861,TIL CHATEL,358.31,264.339,-93.971,0.7377
APRR,365,JARNY,863,TORVILLIERS,242.47,238.964,-3.506,0.9855
