operator,from_gare_id,from_gare,to_gare_id,to_gare,source_km,osrm_km,delta_km,ratio
APRR,125,BEYNOST,840,STE MENEHOULD,520.64,514.384,-6.256,0.988
APRR,125,BEYNOST,842,SYLANS,78.85,72.228,-6.622,0.916
APRR,125,BEYNOST,853,THENNELIERES,386.95,378.718,-8.232,0.9787
APRR,125,BEYNOST,861,TIL CHATEL,242.93,297.791,54.861,1.2258
APRR,125,BEYNOST,863,TORVILLIERS,399.11,393.411,-5.699,0.9857
APRR,125,BEYNOST,872,TOURNUS,138.38,113.376,-25.004,0.8193
APRR,125,BEYNOST,873,TOURS-C/MONNAIE,606.2,521.141,-85.059,0.8597
APRR,125,BEYNOST,893,URY,432.79,407.983,-24.807,0.9427
APRR,125,BEYNOST,895,USSEL EST,840.31,284.142,-556.168,0.3381
APRR,125,BEYNOST,897,USSEL OUEST,857.31,300.169,-557.141,0.3501
APRR,125,BEYNOST,902,VAL DE SAONE,112.35,89.537,-22.813,0.7969
APRR,125,BEYNOST,906,VALLÉE DE L'AUBE,413.84,405.345,-8.495,0.9795
APRR,125,BEYNOST,909,VATRY,442.44,434.004,-8.436,0.9809
APRR,125,BEYNOST,912,VEIGNE,687.3,492.755,-194.545,0.7169
APRR,125,BEYNOST,916,VERDUN,578.74,476.437,-102.303,0.8232
APRR,125,BEYNOST,922,VIERZON EST,583.0,380.237,-202.763,0.6522
APRR,125,BEYNOST,923,VIERZON NORD,577.3,385.014,-192.286,0.6669
APRR,125,BEYNOST,925,VILLE SOUS LAFERTE,329.13,322.181,-6.949,0.9789
APRR,125,BEYNOST,931,VILLEFRANCHE S/ CHER,592.8,413.172,-179.628,0.697
APRR,125,BEYNOST,934,VILLENEUVE-DONDAGRE,394.9,368.393,-26.507,0.9329
APRR,125,BEYNOST,939,Viriat,70.36,84.864,14.504,1.2061
APRR,125,BEYNOST,943,VIRY,138.7,126.986,-11.714,0.9155
APRR,125,BEYNOST,947,VOIE SACRÉE,551.64,456.309,-95.331,0.8272
APRR,125,BEYNOST,951,Vulaines,426.15,410.53,-15.62,0.9633
APRR,125,BEYNOST,953,VULCANIA-BROMONT,793.31,237.714,-555.596,0.2996
APRR,130,Bierre-les-Semur,27,ALLAINES,242.32,242.265,-0.055,0.9998
APRR,130,Bierre-les-Semur,28,Allainville,270.92,264.744,-6.176,0.9772
APRR,130,Bierre-les-Semur,31,Ambérieu,220.29,271.805,51.515,1.2339
APRR,130,Bierre-les-Semur,34,AMBOISE CH.RENAULT,319.52,320.598,1.078,1.0034
APRR,130,Bierre-les-Semur,55,ARLAY,160.8,242.738,81.938,1.5096
APRR,130,Bierre-les-Semur,58,Artenay,228.92,256.782,27.862,1.1217
APRR,130,Bierre-les-Semur,68,Auxerre nord,81.7,81.712,0.012,1.0001
APRR,130,Bierre-les-Semur,69,Auxerre sud,70.0,94.237,24.237,1.3462
APRR,130,Bierre-les-Semur,71,AUXY,172.82,218.406,45.586,1.2638
APRR,130,Bierre-les-Semur,72,Avallon,25.9,26.099,0.199,1.0077
APRR,130,Bierre-les-Semur,76,Balan,244.32,286.484,42.164,1.1726
APRR,130,Bierre-les-Semur,82,BAUME-LES-DAMES,200.8,251.502,50.702,1.2525
APRR,130,Bierre-les-Semur,93,BEAUMONT,470.48,360.034,-110.446,0.7652
APRR,130,Bierre-les-Semur,95,Beaune nord,65.75,119.153,53.403,1.8122
APRR,130,Bierre-les-Semur,96,BEAUNE SUD,71.5,124.627,53.127,1.743
APRR,130,Bierre-les-Semur,97,BEAUPONT,204.5,212.112,7.612,1.0372
APRR,130,Bierre-les-Semur,99,Beaurepaire,176.2,226.452,50.252,1.2852
APRR,130,Bierre-les-Semur,109,Bellegarde,255.98,327.056,71.076,1.2777
APRR,130,Bierre-les-Semur,110,BELLEVILLE S/SAONE,177.2,231.332,54.132,1.3055
APRR,130,Bierre-les-Semur,118,BERSAILLIN,156.0,203.705,47.705,1.3058
APRR,130,Bierre-les-Semur,119,Besançon est,181.72,232.451,50.731,1.2792
APRR,130,Bierre-les-Semur,120,Besançon nord,167.1,217.78,50.68,1.3033
APRR,130,Bierre-les-Semur,121,BESANCON OUEST,157.7,209.405,51.705,1.3279
APRR,130,Bierre-les-Semur,125,BEYNOST,258.48,281.745,23.265,1.09
APRR,130,Bierre-les-Semur,137,BLERE,396.22,382.123,-14.097,0.9644
APRR,130,Bierre-les-Semur,138,Blois,289.82,292.627,2.807,1.0097
APRR,130,Bierre-les-Semur,151,Bourg nord,178.09,232.274,54.184,1.3043
APRR,130,Bierre-les-Semur,152,Bourg sud,198.52,251.399,52.879,1.2664
APRR,130,Bierre-les-Semur,154,BOURGES (LIM.CONC.),350.82,184.14,-166.68,0.5249
APRR,130,Bierre-les-Semur,170,BULGNEVILLE,245.15,276.95,31.8,1.1297
APRR,130,Bierre-les-Semur,198,Chalon centre,93.6,147.08,53.48,1.5714
APRR,130,Bierre-les-Semur,199,CHALON NORD,90.72,143.654,52.934,1.5835
APRR,130,Bierre-les-Semur,200,Chalon sud,99.8,153.414,53.614,1.5372
APRR,130,Bierre-les-Semur,202,CHALONS - LA VEUVE,325.68,227.081,-98.599,0.6973
APRR,130,Bierre-les-Semur,203,CHALONS MOURMELON,334.08,275.17,-58.91,0.8237
APRR,130,Bierre-les-Semur,210,CHARMONT (LIM.CONC),247.18,,,
APRR,130,Bierre-les-Semur,218,CHÂTEAU-THIERRY,405.38,296.262,-109.118,0.7308
APRR,130,Bierre-les-Semur,221,CHATENOIS,255.3,324.463,69.163,1.2709
APRR,130,Bierre-les-Semur,223,CHATILLON-LABORDE,204.11,204.1,-0.01,1.0
APRR,130,Bierre-les-Semur,227,CHAUMONT-SEMOUTIERS,202.43,149.65,-52.78,0.7393
APRR,130,Bierre-les-Semur,228,Chémery,355.62,379.978,24.358,1.0685
APRR,130,Bierre-les-Semur,235,Choisey,122.91,175.591,52.681,1.4286
APRR,130,Bierre-les-Semur,242,CLERMONT-EN-ARGONNE,384.88,312.593,-72.287,0.8122
APRR,130,Bierre-les-Semur,240,CLERMONT-BARRIERE,540.3,300.309,-239.991,0.5558
APRR,130,Bierre-les-Semur,246,Colombey-les-Belles,284.0,323.676,39.676,1.1397
APRR,130,Bierre-les-Semur,247,Combronde,503.08,305.214,-197.866,0.6067
APRR,130,Bierre-les-Semur,255,Courtenay,124.43,123.684,-0.746,0.994
APRR,130,Bierre-les-Semur,264,DEUX-CHAISES,466.72,244.745,-221.975,0.5244
APRR,130,Bierre-les-Semur,269,DIJON SUD,101.4,128.926,27.526,1.2715
APRR,130,Bierre-les-Semur,265,DIJON-ARC S/TILLE,116.56,138.291,21.731,1.1864
APRR,130,Bierre-les-Semur,267,Péage de Dijon/Crimolois,148.9,139.812,-9.088,0.939
APRR,130,Bierre-les-Semur,270,Dôle,125.1,176.868,51.768,1.4138
APRR,130,Bierre-les-Semur,272,Dormans,379.78,279.536,-100.244,0.736
APRR,130,Bierre-les-Semur,284,EGLETONS,623.83,419.444,-204.386,0.6724
APRR,130,Bierre-les-Semur,285,ELOISE,264.68,317.066,52.386,1.1979
APRR,130,Bierre-les-Semur,290,ESCRENNES,195.92,197.314,1.394,1.0071
APRR,130,Bierre-les-Semur,292,ESVRES,410.02,368.357,-41.663,0.8984
APRR,130,Bierre-les-Semur,300,FEILLENS,153.18,206.026,52.846,1.345
APRR,130,Bierre-les-Semur,303,FLEURY-EN-BIERE,208.38,185.434,-22.946,0.8899
APRR,130,Bierre-les-Semur,305,FONTAINEBLEAU,165.43,165.228,-0.202,0.9988
APRR,130,Bierre-les-Semur,308,FONTENAY /LOING,150.42,150.421,0.001,1.0
APRR,130,Bierre-les-Semur,311,FORET DE TRONCAIS,421.47,215.703,-205.767,0.5118
APRR,130,Bierre-les-Semur,312,Forges,186.84,185.261,-1.579,0.9915
APRR,130,Bierre-les-Semur,317,FRESNES EN WOEVRE,425.18,325.191,-99.989,0.7648
APRR,130,Bierre-les-Semur,327,GANNAT,501.09,269.957,-231.133,0.5387
APRR,130,Bierre-les-Semur,333,GENDREY,141.68,192.918,51.238,1.3616
APRR,130,Bierre-les-Semur,335,GERZAT-VILLE,521.94,300.146,-221.794,0.5751
APRR,130,Bierre-les-Semur,336,GIDY,232.22,232.728,0.508,1.0022
APRR,130,Bierre-les-Semur,338,GONDREVILLE A77/N,157.62,159.395,1.775,1.0113
APRR,130,Bierre-les-Semur,339,GONDREVILLE A77/S,204.37,159.395,-44.975,0.7799
APRR,130,Bierre-les-Semur,348,GROISSIAT,249.55,296.193,46.643,1.1869
APRR,130,Bierre-les-Semur,352,GYE,297.61,305.496,7.886,1.0265
APRR,130,Bierre-les-Semur,365,JARNY,447.68,347.512,-100.168,0.7762
APRR,130,Bierre-les-Semur,366,JOIGNY,107.5,107.204,-0.296,0.9972
APRR,130,Bierre-les-Semur,370,L ISLE-S/LE-DOUBS,218.1,269.43,51.33,1.2354
APRR,130,Bierre-les-Semur,377,LA BOISSE,270.13,279.931,9.801,1.0363
APRR,130,Bierre-les-Semur,378,LA BOISSE - MONTLUEL,248.6,281.335,32.735,1.1317
APRR,130,Bierre-les-Semur,386,LA COTIERE,254.56,283.68,29.12,1.1144
APRR,130,Bierre-les-Semur,388,La Croix-Chalon,234.95,288.519,53.569,1.228
APRR,130,Bierre-les-Semur,393,LA FOLIE-B/PARIS,307.02,234.486,-72.534,0.7637
APRR,130,Bierre-les-Semur,422,LAMOTTE-BEUVRON,279.12,279.69,0.57,1.002
APRR,130,Bierre-les-Semur,425,LANGRES NORD,189.1,201.559,12.459,1.0659
APRR,130,Bierre-les-Semur,426,Langres sud,169.45,182.34,12.89,1.0761
APRR,130,Bierre-les-Semur,450,LE MIROIR,191.34,241.645,50.305,1.2629
APRR,130,Bierre-les-Semur,463,LES EPRUNES,227.71,215.32,-12.39,0.9456
APRR,130,Bierre-les-Semur,494,Mâcon nord,145.6,213.464,67.864,1.4661
APRR,130,Bierre-les-Semur,495,MACON SUD,155.93,253.352,97.422,1.6248
APRR,130,Bierre-les-Semur,498,Magnant,247.52,147.996,-99.524,0.5979
APRR,130,Bierre-les-Semur,503,MANZAT,514.83,293.246,-221.584,0.5696
APRR,130,Bierre-les-Semur,507,Marolles-sur-Seine,179.32,179.015,-0.305,0.9983
APRR,130,Bierre-les-Semur,516,MER,272.62,309.347,36.727,1.1347
APRR,130,Bierre-les-Semur,520,Meung-sur-Loire,256.12,256.592,0.472,1.0018
APRR,130,Bierre-les-Semur,533,MONT-CHOISY,305.88,205.993,-99.887,0.6734
APRR,130,Bierre-les-Semur,549,Montigny-le-Roi,209.2,265.97,56.77,1.2714
APRR,130,Bierre-les-Semur,552,MONTMARAULT,459.0,284.605,-174.395,0.6201
APRR,130,Bierre-les-Semur,560,MONTREUIL (REIMS),425.88,273.77,-152.11,0.6428
APRR,130,Bierre-les-Semur,562,MONTREUIL AUX LIONS,452.18,317.813,-134.367,0.7028
APRR,130,Bierre-les-Semur,585,NEMOURS,162.48,169.989,7.509,1.0462
APRR,130,Bierre-les-Semur,602,NITRY,45.2,45.129,-0.071,0.9984
APRR,130,Bierre-les-Semur,605,Nuits-St-Georges,83.9,135.978,52.078,1.6207
APRR,130,Bierre-les-Semur,607,OLIVET,246.82,249.892,3.072,1.0124
APRR,130,Bierre-les-Semur,616,ORLEANS-CENTRE,240.42,255.551,15.131,1.0629
APRR,130,Bierre-les-Semur,617,Orléans nord,234.42,238.331,3.911,1.0167
APRR,130,Bierre-les-Semur,637,Pérouges,237.75,289.448,51.698,1.2174
APRR,130,Bierre-les-Semur,652,PONT D AIN,212.93,264.481,51.551,1.2421
APRR,130,Bierre-les-Semur,660,POUILLY-EN-AUXOIS,29.1,72.109,43.009,2.478
APRR,130,Bierre-les-Semur,672,REIMS EST (TAISSY),352.88,250.99,-101.89,0.7113
APRR,130,Bierre-les-Semur,674,REIMS NORD (ORMES),359.48,257.875,-101.605,0.7174
APRR,130,Bierre-les-Semur,678,REIMS OUEST (THILLOIS),366.08,259.662,-106.418,0.7093
APRR,130,Bierre-les-Semur,679,REIMS SUD,351.88,251.942,-99.938,0.716
APRR,130,Bierre-les-Semur,683,REPLONGES,156.45,254.158,97.708,1.6245
APRR,130,Bierre-les-Semur,687,RIOM,515.92,307.417,-208.503,0.5959
APRR,130,Bierre-les-Semur,689,Robecourt,231.16,271.382,40.222,1.174
APRR,130,Bierre-les-Semur,726,SAINT MAURICE,258.1,275.94,17.84,1.0691
APRR,130,Bierre-les-Semur,732,SAINT THIBAULT,221.29,143.01,-78.28,0.6463
APRR,130,Bierre-les-Semur,740,SALBRIS,297.82,342.864,45.044,1.1512
APRR,130,Bierre-les-Semur,754,SAVIGNY /CLAIRIS,125.22,125.871,0.651,1.0052
APRR,130,Bierre-les-Semur,769,Seurre,95.4,187.438,92.038,1.9648
APRR,130,Bierre-les-Semur,777,SOIRANS,123.15,178.475,55.325,1.4492
APRR,130,Bierre-les-Semur,778,Sommesous,284.58,193.93,-90.65,0.6815
APRR,130,Bierre-les-Semur,785,St-Amand-Montrond,392.27,211.285,-180.985,0.5386
APRR,130,Bierre-les-Semur,792,St-Etienne-au-Temple,334.08,234.742,-99.338,0.7027
APRR,130,Bierre-les-Semur,799,ST GERMAIN LES VERGNE,667.83,444.509,-223.321,0.6656
APRR,130,Bierre-les-Semur,802,St-Gibrien,313.28,212.81,-100.47,0.6793
APRR,130,Bierre-les-Semur,803,ST HILAIRE,129.42,131.945,2.525,1.0195
APRR,130,Bierre-les-Semur,812,ST JULIEN / SANCY,557.83,340.808,-217.022,0.611
APRR,130,Bierre-les-Semur,819,St-Martin-du-Fresne,229.66,293.678,64.018,1.2788
APRR,130,Bierre-les-Semur,834,St-Romain-sur-Cher,366.82,384.442,17.622,1.048
APRR,130,Bierre-les-Semur,791,ST-DENIS-LES-SENS,149.43,150.28,0.85,1.0057
APRR,130,Bierre-les-Semur,798,St-Germain-Laxis,211.37,229.331,17.961,1.085
APRR,130,Bierre-les-Semur,840,STE MENEHOULD,367.08,269.016,-98.064,0.7329
APRR,130,Bierre-les-Semur,842,SYLANS,239.23,291.815,52.585,1.2198
APRR,130,Bierre-les-Semur,853,THENNELIERES,233.39,133.349,-100.041,0.5714
APRR,130,Bierre-les-Semur,861,TIL CHATEL,139.4,212.414,73.014,1.5238
APRR,130,Bierre-les-Semur,863,TORVILLIERS,205.21,139.005,-66.205,0.6774
APRR,130,Bierre-les-Semur,872,TOURNUS,120.1,174.571,54.471,1.4536
APRR,130,Bierre-les-Semur,873,TOURS-C/MONNAIE,347.72,343.293,-4.427,0.9873
APRR,130,Bierre-les-Semur,888,TULLE EST,641.83,418.526,-223.304,0.6521
APRR,130,Bierre-les-Semur,890,TULLE NORD,649.83,430.139,-219.691,0.6619
APRR,130,Bierre-les-Semur,893,URY,174.31,175.06,0.75,1.0043
APRR,130,Bierre-les-Semur,895,USSEL EST,581.83,359.879,-221.951,0.6185
APRR,130,Bierre-les-Semur,897,USSEL OUEST,598.83,375.906,-222.924,0.6277
APRR,130,Bierre-les-Semur,906,VALLÉE DE L'AUBE,260.28,159.977,-100.303,0.6146
APRR,130,Bierre-les-Semur,909,VATRY,288.88,188.636,-100.244,0.653
APRR,130,Bierre-les-Semur,912,VEIGNE,428.82,369.054,-59.766,0.8606
APRR,130,Bierre-les-Semur,916,VERDUN,425.18,342.858,-82.322,0.8064
APRR,130,Bierre-les-Semur,922,VIERZON EST,324.52,325.347,0.827,1.0025
APRR,130,Bierre-les-Semur,923,VIERZON NORD,318.82,319.724,0.904,1.0028
APRR,130,Bierre-les-Semur,925,VILLE SOUS LAFERTE,225.6,138.09,-87.51,0.6121
APRR,130,Bierre-les-Semur,931,VILLEFRANCHE S/ CHER,334.32,336.27,1.95,1.0058
APRR,130,Bierre-les-Semur,929,VILLEFRANCHE-LIMAS,221.9,261.766,39.866,1.1797
APRR,130,Bierre-les-Semur,930,Villefranche nord,186.15,251.31,65.16,1.35
APRR,130,Bierre-les-Semur,933,Villefranche ville,191.45,245.361,53.911,1.2816
APRR,130,Bierre-les-Semur,934,VILLENEUVE-DONDAGRE,136.42,135.47,-0.95,0.993
APRR,130,Bierre-les-Semur,939,Viriat,188.12,240.983,52.863,1.281
APRR,130,Bierre-les-Semur,943,VIRY,299.08,346.574,47.494,1.1588
APRR,130,Bierre-les-Semur,947,VOIE SACRÉE,398.08,297.935,-100.145,0.7484
APRR,130,Bierre-les-Semur,951,Vulaines,178.17,177.607,-0.563,0.9968
APRR,130,Bierre-les-Semur,953,VULCANIA-BROMONT,534.83,313.451,-221.379,0.5861
APRR,137,BLERE,31,Ambérieu,616.51,467.385,-149.125,0.7581
APRR,137,BLERE,55,ARLAY,557.02,499.896,-57.124,0.8974
APRR,137,BLERE,68,Auxerre nord,314.52,313.07,-1.45,0.9954
APRR,137,BLERE,69,Auxerre sud,326.22,300.321,-25.899,0.9206
APRR,137,BLERE,72,Avallon,370.32,397.388,27.068,1.0731
APRR,137,BLERE,76,Balan,640.54,474.661,-165.879,0.741
APRR,137,BLERE,82,BAUME-LES-DAMES,597.02,564.962,-32.058,0.9463
APRR,137,BLERE,95,Beaune nord,461.97,436.235,-25.735,0.9443
APRR,137,BLERE,96,BEAUNE SUD,467.72,443.421,-24.299,0.948
APRR,137,BLERE,97,BEAUPONT,600.72,456.734,-143.986,0.7603
APRR,137,BLERE,99,Beaurepaire,572.42,515.893,-56.527,0.9012
APRR,137,BLERE,110,BELLEVILLE S/SAONE,573.42,419.51,-153.91,0.7316
APRR,137,BLERE,118,BERSAILLIN,552.43,511.401,-41.029,0.9257
APRR,137,BLERE,119,Besançon est,577.94,545.91,-32.03,0.9446
APRR,137,BLERE,120,Besançon nord,563.32,531.24,-32.081,0.9431
APRR,137,BLERE,121,BESANCON OUEST,553.92,522.864,-31.056,0.9439
APRR,137,BLERE,125,BEYNOST,654.7,469.922,-184.778,0.7178
APRR,137,BLERE,130,Bierre-les-Semur,396.22,430.434,34.214,1.0864
APRR,137,BLERE,151,Bourg nord,574.31,427.853,-146.457,0.745
APRR,137,BLERE,152,Bourg sud,594.74,446.978,-147.762,0.7516
APRR,137,BLERE,170,BULGNEVILLE,527.77,521.829,-5.941,0.9887
APRR,137,BLERE,198,Chalon centre,489.82,409.905,-79.915,0.8368
APRR,137,BLERE,199,CHALON NORD,486.94,451.833,-35.107,0.9279
APRR,137,BLERE,200,Chalon sud,496.02,416.238,-79.781,0.8392
APRR,137,BLERE,221,CHATENOIS,537.92,569.342,31.422,1.0584
APRR,137,BLERE,223,CHATILLON-LABORDE,351.14,282.229,-68.911,0.8037
APRR,137,BLERE,227,CHAUMONT-SEMOUTIERS,445.39,420.539,-24.851,0.9442
APRR,137,BLERE,235,Choisey,519.13,489.05,-30.08,0.9421
APRR,137,BLERE,240,CLERMONT-BARRIERE,310.88,292.47,-18.41,0.9408
APRR,137,BLERE,246,Colombey-les-Belles,566.62,568.555,1.935,1.0034
APRR,137,BLERE,247,Combronde,273.66,297.374,23.714,1.0867
APRR,137,BLERE,255,Courtenay,272.21,280.125,7.915,1.0291
APRR,137,BLERE,269,DIJON SUD,497.62,446.007,-51.613,0.8963
APRR,137,BLERE,265,DIJON-ARC S/TILLE,512.78,455.373,-57.407,0.888
APRR,137,BLERE,267,Péage de Dijon/Crimolois,545.12,456.893,-88.227,0.8382
APRR,137,BLERE,270,Dôle,521.32,490.327,-30.993,0.9405
APRR,137,BLERE,300,FEILLENS,549.4,410.209,-139.191,0.7466
APRR,137,BLERE,303,FLEURY-EN-BIERE,356.16,231.848,-124.312,0.651
APRR,137,BLERE,305,FONTAINEBLEAU,313.21,243.738,-69.472,0.7782
APRR,137,BLERE,311,FORET DE TRONCAIS,192.05,192.809,0.759,1.004
APRR,137,BLERE,312,Forges,333.87,279.68,-54.19,0.8377
APRR,137,BLERE,327,GANNAT,271.67,262.118,-9.552,0.9648
APRR,137,BLERE,333,GENDREY,537.9,506.378,-31.522,0.9414
APRR,137,BLERE,335,GERZAT-VILLE,292.52,292.306,-0.214,0.9993
APRR,137,BLERE,348,GROISSIAT,645.77,491.772,-153.998,0.7615
APRR,137,BLERE,352,GYE,580.23,550.375,-29.855,0.9485
APRR,137,BLERE,366,JOIGNY,288.72,315.654,26.934,1.0933
APRR,137,BLERE,370,L ISLE-S/LE-DOUBS,614.32,582.89,-31.43,0.9488
APRR,137,BLERE,377,LA BOISSE,666.35,468.108,-198.242,0.7025
APRR,137,BLERE,378,LA BOISSE - MONTLUEL,644.82,469.512,-175.308,0.7281
APRR,137,BLERE,386,LA COTIERE,650.78,471.857,-178.923,0.7251
APRR,137,BLERE,388,La Croix-Chalon,631.17,484.098,-147.072,0.767
APRR,137,BLERE,425,LANGRES NORD,471.72,446.437,-25.283,0.9464
APRR,137,BLERE,426,Langres sud,478.37,454.286,-24.084,0.9497
APRR,137,BLERE,450,LE MIROIR,587.56,501.111,-86.449,0.8529
APRR,137,BLERE,463,LES EPRUNES,374.74,279.998,-94.742,0.7472
APRR,137,BLERE,494,Mâcon nord,541.82,407.452,-134.368,0.752
APRR,137,BLERE,495,MACON SUD,552.15,441.529,-110.621,0.7997
APRR,137,BLERE,498,Magnant,394.55,368.294,-26.256,0.9335
APRR,137,BLERE,507,Marolles-sur-Seine,326.35,272.619,-53.731,0.8354
APRR,137,BLERE,549,Montigny-le-Roi,491.82,510.849,19.029,1.0387
APRR,137,BLERE,552,MONTMARAULT,229.58,228.205,-1.375,0.994
APRR,137,BLERE,585,NEMOURS,310.26,248.499,-61.761,0.8009
APRR,137,BLERE,602,NITRY,351.02,365.325,14.305,1.0408
APRR,137,BLERE,605,Nuits-St-Georges,480.12,449.437,-30.683,0.9361
APRR,137,BLERE,637,Pérouges,633.97,485.027,-148.943,0.7651
APRR,137,BLERE,652,PONT D AIN,609.15,460.06,-149.09,0.7552
APRR,137,BLERE,660,POUILLY-EN-AUXOIS,425.32,389.191,-36.129,0.9151
APRR,137,BLERE,683,REPLONGES,552.67,449.737,-102.933,0.8138
APRR,137,BLERE,687,RIOM,286.5,299.578,13.078,1.0456
APRR,137,BLERE,689,Robecourt,513.78,516.261,2.481,1.0048
APRR,137,BLERE,714,SAINT GENIS,642.34,439.23,-203.11,0.6838
APRR,137,BLERE,726,SAINT MAURICE,654.32,589.399,-64.921,0.9008
APRR,137,BLERE,732,SAINT THIBAULT,368.32,365.979,-2.341,0.9936
APRR,137,BLERE,769,Seurre,491.62,500.897,9.277,1.0189
APRR,137,BLERE,777,SOIRANS,519.37,491.934,-27.436,0.9472
APRR,137,BLERE,785,St-Amand-Montrond,162.85,164.633,1.783,1.0109
APRR,137,BLERE,819,St-Martin-du-Fresne,625.88,489.257,-136.623,0.7817
APRR,137,BLERE,791,ST-DENIS-LES-SENS,296.46,273.368,-23.092,0.9221
APRR,137,BLERE,798,St-Germain-Laxis,358.4,273.323,-85.077,0.7626
APRR,137,BLERE,842,SYLANS,635.45,487.394,-148.056,0.767
APRR,137,BLERE,853,THENNELIERES,380.42,353.648,-26.772,0.9296
APRR,137,BLERE,861,TIL CHATEL,508.42,482.224,-26.196,0.9485
APRR,137,BLERE,863,TORVILLIERS,352.24,329.114,-23.126,0.9343
APRR,137,BLERE,872,TOURNUS,516.32,424.179,-92.141,0.8215
APRR,137,BLERE,893,URY,322.09,220.915,-101.175,0.6859
APRR,137,BLERE,902,VAL DE SAONE,662.69,408.386,-254.304,0.6163
APRR,137,BLERE,925,VILLE SOUS LAFERTE,422.22,396.27,-25.95,0.9385
APRR,137,BLERE,929,VILLEFRANCHE-LIMAS,618.12,457.246,-160.874,0.7397
APRR,137,BLERE,930,Villefranche nord,582.37,439.487,-142.883,0.7547
APRR,137,BLERE,933,Villefranche ville,587.67,433.538,-154.132,0.7377
APRR,137,BLERE,934,VILLENEUVE-DONDAGRE,283.45,258.558,-24.892,0.9122
APRR,137,BLERE,939,Viriat,584.34,436.563,-147.777,0.7471
APRR,137,BLERE,951,Vulaines,325.2,300.695,-24.505,0.9246
APRR,138,Blois,31,Ambérieu,510.11,516.274,6.164,1.0121
APRR,138,Blois,55,ARLAY,450.62,539.629,89.009,1.1975
APRR,138,Blois,68,Auxerre nord,208.12,292.879,84.759,1.4073
APRR,138,Blois,69,Auxerre sud,219.82,280.13,60.31,1.2744
APRR,138,Blois,72,Avallon,263.92,377.196,113.276,1.4292
APRR,138,Blois,76,Balan,534.14,523.551,-10.589,0.9802
APRR,138,Blois,82,BAUME-LES-DAMES,490.62,548.393,57.773,1.1178
APRR,138,Blois,95,Beaune nord,355.57,416.043,60.473,1.1701
APRR,138,Blois,96,BEAUNE SUD,361.32,421.518,60.198,1.1666
APRR,138,Blois,97,BEAUPONT,494.32,509.002,14.682,1.0297
APRR,138,Blois,99,Beaurepaire,466.02,523.343,57.323,1.123
APRR,138,Blois,110,BELLEVILLE S/SAONE,467.02,468.399,1.379,1.003
APRR,138,Blois,118,BERSAILLIN,446.03,500.595,54.565,1.1223
APRR,138,Blois,119,Besançon est,471.54,529.342,57.802,1.1226
APRR,138,Blois,120,Besançon nord,456.92,514.671,57.751,1.1264
APRR,138,Blois,121,BESANCON OUEST,447.52,506.295,58.775,1.1313
APRR,138,Blois,125,BEYNOST,548.3,518.812,-29.488,0.9462
APRR,138,Blois,130,Bierre-les-Semur,289.82,410.243,120.423,1.4155
APRR,138,Blois,151,Bourg nord,467.91,476.743,8.833,1.0189
APRR,138,Blois,152,Bourg sud,488.34,495.867,7.527,1.0154
APRR,138,Blois,170,BULGNEVILLE,421.37,501.638,80.268,1.1905
APRR,138,Blois,198,Chalon centre,383.42,443.971,60.551,1.1579
APRR,138,Blois,199,CHALON NORD,380.54,440.544,60.004,1.1577
APRR,138,Blois,200,Chalon sud,389.62,450.304,60.684,1.1558
APRR,138,Blois,221,CHATENOIS,431.52,549.151,117.631,1.2726
APRR,138,Blois,223,CHATILLON-LABORDE,244.74,262.037,17.297,1.0707
APRR,138,Blois,227,CHAUMONT-SEMOUTIERS,338.99,400.348,61.358,1.181
APRR,138,Blois,235,Choisey,412.73,472.481,59.751,1.1448
APRR,138,Blois,240,CLERMONT-BARRIERE,350.68,341.359,-9.321,0.9734
APRR,138,Blois,246,Colombey-les-Belles,460.22,548.364,88.144,1.1915
APRR,138,Blois,247,Combronde,313.46,346.264,32.804,1.1047
APRR,138,Blois,255,Courtenay,165.81,259.934,94.124,1.5677
APRR,138,Blois,269,DIJON SUD,391.22,425.816,34.596,1.0884
APRR,138,Blois,265,DIJON-ARC S/TILLE,406.38,435.182,28.802,1.0709
APRR,138,Blois,267,Péage de Dijon/Crimolois,438.72,436.702,-2.018,0.9954
APRR,138,Blois,270,Dôle,414.92,473.758,58.838,1.1418
APRR,138,Blois,300,FEILLENS,443.0,502.917,59.917,1.1353
APRR,138,Blois,303,FLEURY-EN-BIERE,249.76,211.656,-38.103,0.8474
APRR,138,Blois,305,FONTAINEBLEAU,206.81,223.547,16.737,1.0809
APRR,138,Blois,311,FORET DE TRONCAIS,231.85,241.699,9.849,1.0425
APRR,138,Blois,312,Forges,227.47,259.489,32.019,1.1408
APRR,138,Blois,327,GANNAT,311.47,311.007,-0.463,0.9985
APRR,138,Blois,333,GENDREY,431.5,489.809,58.309,1.1351
APRR,138,Blois,335,GERZAT-VILLE,332.32,341.196,8.876,1.0267
APRR,138,Blois,348,GROISSIAT,539.37,540.661,1.291,1.0024
APRR,138,Blois,352,GYE,473.83,530.183,56.353,1.1189
APRR,138,Blois,366,JOIGNY,182.32,295.463,113.143,1.6206
APRR,138,Blois,370,L ISLE-S/LE-DOUBS,507.92,566.321,58.401,1.115
APRR,138,Blois,377,LA BOISSE,559.95,516.998,-42.952,0.9233
APRR,138,Blois,378,LA BOISSE - MONTLUEL,538.42,518.401,-20.019,0.9628
