gare_id,canonical_name,direction,in_anchors,status,toll_roads,toll_m,origin_used,maps_link
644,PHALSBOURG,exit,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/48.775575,7.243471/48.775575,7.243471"
645,PLATEAU,entry,False,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/49.391843,0.250858/49.391843,0.250858"
645,PLATEAU,exit,False,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/49.391843,0.250858/49.391843,0.250858"
646,Podensac,entry,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/44.604924,-0.370081/44.604924,-0.370081"
646,Podensac,exit,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/44.604924,-0.370081/44.604924,-0.370081"
647,POISSY / ORGEVAL,entry,False,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/48.919313,1.999478/48.919313,1.999478"
647,POISSY / ORGEVAL,exit,False,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/48.919313,1.999478/48.919313,1.999478"
648,Poitiers nord,entry,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/46.624173,0.348735/46.624173,0.348735"
648,Poitiers nord,exit,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/46.624173,0.348735/46.624173,0.348735"
649,POITIERS SUD,entry,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/46.555034,0.282916/46.555034,0.282916"
649,POITIERS SUD,exit,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/46.555034,0.282916/46.555034,0.282916"
650,POIX-DE-PICARDIE,entry,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/49.810293,1.972688/49.810293,1.972688"
650,POIX-DE-PICARDIE,exit,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/49.810293,1.972688/49.810293,1.972688"
651,PONS,entry,True,NO_ORIGIN,,0.0,,"https://www.google.com/maps/dir/45.577204,-0.599136/45.577204,-0.599136"
